ncols 11
nrows 101
xllcorner -0.5
yllcorner -0.5
cellsize 1.0
nodata_value -3.40282346639e+38
-3.40282346639e+38	-3.40282346639e+38	-3.40282346639e+38	-3.40282346639e+38	-3.40282346639e+38	-3.40282346639e+38	-3.40282346639e+38	-3.40282346639e+38	-3.40282346639e+38	-3.40282346639e+38	-3.40282346639e+38	
-3.40282346639e+38	-3.40282346639e+38	-3.40282346639e+38	-3.40282346639e+38	-3.40282346639e+38	-3.40282346639e+38	-3.40282346639e+38	-3.40282346639e+38	-3.40282346639e+38	-3.40282346639e+38	-3.40282346639e+38	
-3.40282346639e+38	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	-3.40282346639e+38	-3.40282346639e+38	
-3.40282346639e+38	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	-3.40282346639e+38	-3.40282346639e+38	
-3.40282346639e+38	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	-3.40282346639e+38	-3.40282346639e+38	
-3.40282346639e+38	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	-3.40282346639e+38	-3.40282346639e+38	
-3.40282346639e+38	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	-3.40282346639e+38	-3.40282346639e+38	
-3.40282346639e+38	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	-3.40282346639e+38	-3.40282346639e+38	
-3.40282346639e+38	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	-3.40282346639e+38	-3.40282346639e+38	
-3.40282346639e+38	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	-3.40282346639e+38	-3.40282346639e+38	
-3.40282346639e+38	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	-3.40282346639e+38	-3.40282346639e+38	
-3.40282346639e+38	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	-3.40282346639e+38	-3.40282346639e+38	
-3.40282346639e+38	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	-3.40282346639e+38	-3.40282346639e+38	
-3.40282346639e+38	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	-3.40282346639e+38	-3.40282346639e+38	
-3.40282346639e+38	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	-3.40282346639e+38	-3.40282346639e+38	
