# Hydrograph at the point with coordinates: 5.13138234237 24.5553790309
# A pixel size is [m2]:
# 1.0
# time[s];deltaTime[s];Rainfall[m];Water_level_[m];Sheet_Flow[m3/s];Sheet_V_runoff[m3];Sheet_V_rest[m3];Infiltration[m];Surface_retetion[m];State;V_inflow[m3];WlevelTotal[m];SurfaceBil[m3];V_to_rill.m3.;ratio;courant;courantrill;iter
20.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;1;1.95;1.95;0
20.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;1;0;0;1
40.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;1;0;0;1
60.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;1;0;0;1
80.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;1;0;0;1
100.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;1;0;0;1
120.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;1;0;0;1
140.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;1;0;0;1
160.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;1;0;0;1
180.0;20.0;0.000280000001192;0.0;0.0;0.0;0.0;0;0.000280000001192;0;0.0;0.0;0.0;0.0;1;0;0;1
200.0;20.0;0.000333333333333;0.0;0.0;0.0;0.0;0;0.000333333333333;0;0.0;0.0;0.0;0.0;1;0;0;1
220.0;20.0;0.000333333333333;0.0;0.0;0.0;0.0;0;0.000333333333333;0;0.0;0.0;0.0;0.0;1;0;0;1
240.0;20.0;0.000333333333333;0.0;0.0;0.0;0.0;0.000100639464951;5.33333321412e-05;0;0.0;0.000179360536241;0.0;0.0;1;0;0;1
260.0;20.0;0.000333333333333;0.000179360536241;2.19438650498e-06;4.38877300996e-05;0.000135472806142;9.88110004982e-05;0;0;4.3475608896e-05;0.000413470747873;0.0;0.0;1;0.904473844149;0;1
271.4998;11.4998;0.000191663333333;0.000413470747873;9.44808986119e-06;0.000108651143786;0.000304819604087;5.6343509225e-05;0;0;0.000107639459765;0.000547778887961;0.0;0.0;1;0.949996555684;0;2
281.0843;9.5845;0.000159741666667;0.000547778887961;1.54482956743e-05;0.00014806418989;0.00039971469807;4.66754725454e-05;0;0;0.000146704157216;0.000659485049407;0.0;0.0;1;0.950001569141;0;2
289.5886;8.5043;0.000141738333333;0.000659485049407;2.13682417602e-05;0.000181721938401;0.000477763111006;4.12152631351e-05;0;0;0.000180075500865;0.00075836168207;-1.08420217249e-19;0.0;1;0.950001044869;0;2
297.3634;7.7748;0.00012958;0.00075836168207;2.72786230192e-05;0.000212085838249;0.00054627584382;3.75279243126e-05;0;0;0.000210190347831;0.000848518267339;0.0;0.0;1;0.950000759532;0;2
304.5984;7.235;0.000120583333333;0.000848518267339;3.31969590277e-05;0.000240179998565;0.000608338268774;3.48012283974e-05;0;0;0.00023806224061;0.00093218261432;0.0;0.0;1;0.949997640883;0;2
311.411;6.8126;0.000113543333333;0.00093218261432;3.91278764119e-05;0.000266562570844;0.000665620043476;3.26695767436e-05;0;0;0.000264243383444;0.00101073718351;0.0;0.0;1;0.950001701637;0;2
317.8801;6.4691;0.000107818333333;0.00101073718351;4.50719327656e-05;0.000291574840254;0.000719162343256;3.09380364335e-05;0;0;0.000289071286607;0.00108511392676;0.0;0.0;1;0.949994438143;0;2
324.0622;6.1821;0.000103035;0.00108511392676;5.10281030103e-05;0.00031546083562;0.000769653091143;2.94929896317e-05;0;0;0.000312787220028;0.00115598232154;0.0;0.0;1;0.950006182293;0;2
329.9992;5.937;9.895e-05;0.00115598232154;5.6995060486e-05;0.000338379674106;0.000817602647434;2.82604415564e-05;0;0;0.000335548392969;0.00122384059885;0.0;0.0;1;0.950002537187;0;2
335.7235;5.7243;9.5405e-05;0.00122384059885;6.29711440464e-05;0.000360465719865;0.000863374878981;2.71921320723e-05;0;0;0.000357487562374;0.00128907530928;2.16840434497e-19;0.0;1;0.950005197124;0;2
341.2606;5.5371;9.2285e-05;0.00128907530928;6.89548767827e-05;0.000381810048234;0.00090726526105;2.62530771831e-05;0;0;0.000378694633233;0.0013519918171;0.0;0.0;1;0.949992042245;0;2
346.6313;5.3707;8.95116666667e-05;0.0013519918171;7.49447471037e-05;0.00040250575327;0.000949486063829;2.54193420867e-05;0;0;0.000399261573195;0.0014128399616;0.0;0.0;1;0.949998531083;0;2
