# Hydrograph at the point with coordinates: 3.32144299033 52.3884767517
# A pixel size is [m2]:
# 1.0
# time[s];deltaTime[s];Rainfall[m];Water_level_[m];Sheet_Flow[m3/s];Sheet_V_runoff[m3];Sheet_V_rest[m3];Infiltration[m];Surface_retetion[m];State;V_inflow[m3];WlevelTotal[m];SurfaceBil[m3];V_to_rill.m3.;ratio;courant;courantrill;iter
20.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;1;1.95;1.95;0
20.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;1;0;0;1
40.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;1;0;0;1
60.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;1;0;0;1
80.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;1;0;0;1
100.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;1;0;0;1
120.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;1;0;0;1
140.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;1;0;0;1
160.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;1;0;0;1
180.0;20.0;0.000280000001192;0.0;0.0;0.0;0.0;0;0.000280000001192;0;0.0;0.0;0.0;0.0;1;0;0;1
200.0;20.0;0.000333333333333;0.0;0.0;0.0;0.0;0;0.000333333333333;0;0.0;0.0;0.0;0.0;1;0;0;1
220.0;20.0;0.000333333333333;0.0;0.0;0.0;0.0;0;0.000333333333333;0;0.0;0.0;0.0;0.0;1;0;0;1
240.0;20.0;0.000333333333333;0.0;0.0;0.0;0.0;0.000100639464951;5.33333321412e-05;0;0.0;0.000179360536241;0.0;0.0;1;0;0;1
260.0;20.0;0.000333333333333;0.000179360536241;1.83827985881e-06;3.67655971762e-05;0.000142594939065;9.88110004982e-05;0;0;3.65959504371e-05;0.000413713222337;0.0;0.0;1;0.904473844149;0;1
271.4998;11.4998;0.000191663333333;0.000413713222337;7.92296215391e-06;9.11124801775e-05;0.00032260074216;5.6343509225e-05;0;0;9.0693577199e-05;0.000548614143467;0.0;0.0;1;0.949996555684;0;2
281.0843;9.5845;0.000159741666667;0.000548614143467;1.29758479135e-05;0.000124367014327;0.00042424712914;4.66754725454e-05;0;0;0.00012379852185;0.000661111845111;0.0;0.0;1;0.950001569141;0;2
289.5886;8.5043;0.000141738333333;0.000661111845111;1.79778447512e-05;0.000152888985118;0.000508222859993;4.12152631351e-05;0;0;0.000152194193811;0.000760940124002;-1.08420217249e-19;0.0;1;0.950001044869;0;2
297.3634;7.7748;0.00012958;0.000760940124002;2.29878144168e-05;0.000178725659528;0.000582214464474;3.75279243126e-05;0;0;0.000177918204418;0.000852184744579;1.08420217249e-19;0.0;1;0.950000759532;0;2
304.5984;7.235;0.000120583333333;0.000852184744579;2.80201232054e-05;0.000202725591391;0.000649459153188;3.48012283974e-05;0;0;0.000201815074014;0.000937056332138;0.0;0.0;1;0.949997640883;0;2
311.411;6.8126;0.000113543333333;0.000937056332138;3.30783227496e-05;0.000225349381564;0.000711706950574;3.26695767436e-05;0;0;0.000224343195198;0.00101692390236;0.0;0.0;1;0.950001701637;0;2
317.8801;6.4691;0.000107818333333;0.00101692390236;3.81625387318e-05;0.00024687727931;0.000770046623052;3.09380364335e-05;0;0;0.000245781454717;0.00109270837467;0.0;0.0;1;0.949994438143;0;2
324.0622;6.1821;0.000103035;0.00109270837467;4.32715553408e-05;0.000267509082273;0.000825199292396;2.94929896317e-05;0;0;0.000266328667122;0.00116506996989;2.16840434497e-19;0.0;1;0.950006182293;0;2
329.9992;5.937;9.895e-05;0.00116506996989;4.84038994541e-05;0.000287373951059;0.000877696018828;2.82604415564e-05;0;0;0.00028611333738;0.00123449891465;0.0;0.0;1;0.950002537187;0;2
335.7235;5.7243;9.5405e-05;0.00123449891465;5.35578094328e-05;0.000306580968536;0.000927917946115;2.71921320723e-05;0;0;0.000305243992272;0.00130137480632;0.0;0.0;1;0.950005197124;0;2
341.2606;5.5371;9.2285e-05;0.00130137480632;5.87316804321e-05;0.000325203187721;0.000976171618595;2.62530771831e-05;0;0;0.00032379329706;0.00136599683847;2.16840434497e-19;0.0;1;0.949992042245;0;2
346.6313;5.3707;8.95116666667e-05;0.00136599683847;6.39238769533e-05;0.000343315965953;0.00102268087252;2.54193420867e-05;0;0;0.000341836220522;0.00142860941762;0.0;0.0;1;0.949998531083;0;2
