# Hydrograph at the point with coordinates: 5.70733106229 0.574892241379
# A pixel size is [m2]:
# 1.0
# time[s];deltaTime[s];Rainfall[m];Water_level_[m];Sheet_Flow[m3/s];Sheet_V_runoff[m3];Sheet_V_rest[m3];Infiltration[m];Surface_retetion[m];State;V_inflow[m3];WlevelTotal[m];SurfaceBil[m3];V_to_rill.m3.;ratio;courant;courantrill;iter
20.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;1;1.95;1.95;0
20.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;1;0;0;1
40.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;1;0;0;1
60.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;1;0;0;1
80.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;1;0;0;1
100.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;1;0;0;1
120.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;1;0;0;1
140.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;1;0;0;1
160.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;1;0;0;1
180.0;20.0;0.000280000001192;0.0;0.0;0.0;0.0;0;0.000280000001192;0;0.0;0.0;0.0;0.0;1;0;0;1
200.0;20.0;0.000333333333333;0.0;0.0;0.0;0.0;0;0.000333333333333;0;0.0;0.0;0.0;0.0;1;0;0;1
220.0;20.0;0.000333333333333;0.0;0.0;0.0;0.0;0;0.000333333333333;0;0.0;0.0;0.0;0.0;1;0;0;1
240.0;20.0;0.000333333333333;0.0;0.0;0.0;0.0;0.000100639464951;5.33333321412e-05;0;0.0;0.000179360536241;0.0;0.0;1;0;0;1
260.0;20.0;0.000333333333333;0.000179360536241;4.54316525983e-06;9.08633051967e-05;8.84972310446e-05;9.88110004982e-05;0;0;7.83527128131e-05;0.000401372276693;5.42101086243e-20;0.0;1;0.904473844149;0;1
271.4998;11.4998;0.000191663333333;0.000401372276693;1.85714040865e-05;0.000213567432714;0.000187804843979;5.6343509225e-05;0;0;0.00018894250688;0.000512067174967;0.0;0.0;1;0.949996555684;0;2
281.0843;9.5845;0.000159741666667;0.000512067174967;2.84280730334e-05;0.000272468865988;0.000239598308979;4.66754725454e-05;0;0;0.000248167334333;0.000600831837433;-1.08420217249e-19;0.0;1;0.950001569141;0;2
289.5886;8.5043;0.000141738333333;0.000600831837433;3.75927479364e-05;0.000319700006276;0.000281131831157;4.12152631351e-05;0;0;0.00029571216832;0.000677367069675;-1.08420217249e-19;0.0;1;0.950001044869;0;2
297.3634;7.7748;0.00012958;0.000677367069675;4.6357972175e-05;0.000360423962066;0.000316943107609;3.75279243126e-05;0;0;0.000336768396201;0.000745763579497;0.0;0.0;1;0.950000759532;0;2
304.5984;7.235;0.000120583333333;0.000745763579497;5.48467358298e-05;0.000396816133729;0.000348947445769;3.48012283974e-05;0;0;0.000373493037479;0.000808222588184;-1.08420217249e-19;0.0;1;0.949997640883;0;2
311.411;6.8126;0.000113543333333;0.000808222588184;6.31259753445e-05;0.000430052019632;0.000378170568551;3.26695767436e-05;0;0;0.000407050309132;0.000866094634273;0.0;0.0;1;0.950001701637;0;2
317.8801;6.4691;0.000107818333333;0.000866094634273;7.12374180806e-05;0.000460841981305;0.000405252652968;3.09380364335e-05;0;0;0.000438146878315;0.000920279828183;0.0;0.0;1;0.949994438143;0;2
324.0622;6.1821;0.000103035;0.000920279828183;7.92092557879e-05;0.000489679540206;0.000430600287976;2.94929896317e-05;0;0;0.000467274504243;0.000971416802588;1.08420217249e-19;0.0;1;0.950006182293;0;2
329.9992;5.937;9.895e-05;0.000971416802588;8.7062062599e-05;0.00051688746565;0.000454529336937;2.82604415564e-05;0;0;0.000494757074727;0.00101997597011;0.0;0.0;1;0.950002537187;0;2
335.7235;5.7243;9.5405e-05;0.00101997597011;9.48110943819e-05;0.00054272714757;0.000477248822538;2.71921320723e-05;0;0;0.000520856304638;0.0010663179951;0.0;0.0;1;0.950005197124;0;2
341.2606;5.5371;9.2285e-05;0.0010663179951;0.000102468401964;0.000567377788514;0.000498940206589;2.62530771831e-05;0;0;0.000545752946121;0.00111072507553;0.0;0.0;1;0.949992042245;0;2
346.6313;5.3707;8.95116666667e-05;0.00111072507553;0.000110043460941;0.000591010415678;0.000519714659849;2.54193420867e-05;0;0;0.000569618285684;0.00115342527011;-2.16840434497e-19;0.0;1;0.949998531083;0;2
