# Hydrograph at the point with coordinates: 49.7886753832 39.0876810083
# A pixel size is [m2]:
# 1.0
# Time[s];deltaTime[s];Rainfall[m];Waterlevel[m];V_runoff[m3];Q[m3/s];V_from_field[m3];V_rests_in_stream[m3]
792.0288;0.7951;1.98775e-05;0.0129256456157;0.00424258724446;0.0053359165444;5.91712891214e-05;0.142302240855
792.8225;0.7944;1.986e-05;0.0129873176036;0.0042727826029;0.0053786286542;5.91460697817e-05;0.143005404862
793.6153;0.7936;1.984e-05;0.0130489747929;0.00430247721953;0.00542146827058;5.91132811644e-05;0.143709317818
794.4075;0.7929;1.98225e-05;0.0131106461738;0.00433276752062;0.00546445645178;5.9087821232e-05;0.144412857612
795.199;0.7922;1.9805e-05;0.0131723222856;0.00436310956957;0.00550758592472;5.90622450439e-05;0.145116640909
795.99;0.7916;1.979e-05;0.0132340226152;0.00439406932113;0.00555087079476;5.9044015198e-05;0.145820148754
796.7802;0.7909;1.97725e-05;0.0132957194507;0.00442452425196;0.00559429036789;5.90182144642e-05;0.146524543905
797.5697;0.7902;1.9755e-05;0.0133574239447;0.00445503135018;0.00563785288557;5.89922987433e-05;0.147229217218
798.3587;0.7896;1.974e-05;0.0134191562739;0.00448617012701;0.00568157310918;5.89737405941e-05;0.147933644862
799.1471;0.789;1.9725e-05;0.0134809081863;0.00451737578528;0.00572544459477;5.89550782325e-05;0.148638478372
799.9349;0.7884;1.971e-05;0.0135426815871;0.00454864908372;0.00576946865007;5.89363120318e-05;0.149343739906
800.7221;0.7878;1.9695e-05;0.0136044786085;0.00457999091988;0.00581364676299;5.89174423631e-05;0.150049454214
801.5085;0.7871;1.96775e-05;0.0136662828722;0.0046108054679;0.00585796654542;5.88909842879e-05;0.150756206467
802.2944;0.7865;1.96625e-05;0.0137281255946;0.00464227814619;0.00590245155269;5.88719022369e-05;0.15146281489
803.0799;0.786;1.965e-05;0.0137900184721;0.00467442871785;0.00594711032805;5.8860209692e-05;0.152169399833
803.8647;0.7854;1.9635e-05;0.0138519359825;0.0047060565685;0.00599192331105;5.88409298439e-05;0.152877226329
804.6489;0.7848;1.962e-05;0.013913891295;0.00473775964452;0.00603690066835;5.88215483571e-05;0.153585669688
805.4325;0.7842;1.9605e-05;0.0139758879621;0.00476953974013;0.0060820450652;5.8802065592e-05;0.154294770954
806.2155;0.7836;1.959e-05;0.0140379297884;0.00480139881287;0.00612735938345;5.87824819076e-05;0.155004574077
806.9979;0.783;1.9575e-05;0.0141000208371;0.00483333898869;0.00617284672885;5.87627976609e-05;0.155715125982
807.7799;0.7825;1.95625e-05;0.0141621841769;0.00486599570916;0.00621852486793;5.87505244853e-05;0.156425883739
808.5612;0.7819;1.95475e-05;0.0142243958892;0.00489811495384;0.00626437518076;5.87306466055e-05;0.157138183762
809.3419;0.7813;1.95325e-05;0.0142866706345;0.00493032278699;0.00631040930115;5.87106692009e-05;0.157851392085
810.122;0.7807;1.95175e-05;0.0143490135785;0.00496262206359;0.00635663130983;5.86905926218e-05;0.158565568365
810.9017;0.7802;1.9505e-05;0.0144114489348;0.00499566754939;0.0064030601761;5.86779412945e-05;0.159280164915
811.6807;0.7796;1.949e-05;0.0144739540428;0.00502816905163;0.00644967810625;5.8657673777e-05;0.15999656867
812.4591;0.779;1.9475e-05;0.0145365447483;0.00506077187475;0.00649649791367;5.86373081027e-05;0.160714141384
813.2371;0.7785;1.94625e-05;0.0145992462612;0.00509414558414;0.00654353960712;5.86243782137e-05;0.161432333205
814.0144;0.7779;1.94475e-05;0.014662037024;0.00512697256097;0.00659078616913;5.86038235771e-05;0.162152571236
814.7911;0.7773;1.94325e-05;0.0147249339287;0.00515991285475;0.00663825145343;5.85831717873e-05;0.162874215656
815.5672;0.7767;1.94175e-05;0.0147879445976;0.00519297097404;0.00668594177165;5.85624231834e-05;0.163597354576
816.3429;0.7762;1.9405e-05;0.0148510958213;0.00522683669754;0.00673387876519;5.85491242896e-05;0.164321437914
817.1179;0.7756;1.939e-05;0.0149143677859;0.00526015543333;0.00678204671652;5.85281893295e-05;0.165047950106
817.8923;0.775;1.9375e-05;0.0149777790258;0.00529360736437;0.00683046111532;5.85071585399e-05;0.165776251844
818.6661;0.7744;1.936e-05;0.015041338955;0.00532719822361;0.00687912993751;5.84860322537e-05;0.166506452044
819.4393;0.7738;1.9345e-05;0.0151050574781;0.00536093408226;0.00692806162091;5.84648108018e-05;0.167238665333
820.2119;0.7732;1.933e-05;0.0151689450014;0.00539482135948;0.00697726507951;5.84434945138e-05;0.167973012178
820.9839;0.7726;1.9315e-05;0.0152330124421;0.00542886683087;0.00702674971637;5.84220837176e-05;0.168709619002
821.7553;0.772;1.93e-05;0.0152972712354;0.00546307763599;0.00707652543522;5.84005787396e-05;0.169448618267
822.5261;0.7714;1.9285e-05;0.0153617333399;0.00549746128489;0.00712660265088;5.83789799048e-05;0.170190148551
823.2963;0.7708;1.927e-05;0.0154264112416;0.00553202566385;0.00717699229872;5.83572875365e-05;0.170934354601
824.0659;0.7702;1.9255e-05;0.0154913179572;0.00556677904084;0.00722770584373;5.83355019565e-05;0.171681387377
824.8349;0.7696;1.924e-05;0.0155564670371;0.00560173007079;0.00727875528948;5.83136234852e-05;0.172431404097
825.6031;0.7689;1.92225e-05;0.0156218538279;0.00563614286822;0.00733013768789;5.82840692005e-05;0.173185269599
826.3708;0.7683;1.92075e-05;0.0156875208666;0.00567150573647;0.00738188954376;5.82619998164e-05;0.173941646715
827.1379;0.7677;1.91925e-05;0.01575347412;0.00570709451635;0.00743401656422;5.82398385146e-05;0.17470151702
827.9042;0.767;1.9175e-05;0.0158197106079;0.00574215883986;0.00748651739226;5.82099932709e-05;0.175465780301
828.67;0.7664;1.916e-05;0.0158862744285;0.00577821947457;0.00753943042088;5.81876430337e-05;0.176233087332
829.435;0.7657;1.91425e-05;0.0159531546768;0.00581376674071;0.00759274747383;5.81576034719e-05;0.177005183856
830.1995;0.7651;1.91275e-05;0.0160203965703;0.00585034350387;0.00764650830463;5.81350656168e-05;0.177780713181
830.9632;0.7644;1.911e-05;0.0160879905735;0.00588641967898;0.00770070601646;5.81048330773e-05;0.178561458062
831.7264;0.7638;1.9095e-05;0.0161559831239;0.00592356064908;0.0077553818396;5.80821089092e-05;0.179346055211
832.4888;0.7631;1.90775e-05;0.0162243661989;0.00596021567832;0.00781053030838;5.805168472e-05;0.180136326437
833.2507;0.7625;1.90625e-05;0.0162931876051;0.00599797314602;0.00786619428987;5.80287755318e-05;0.180930903255
834.012;0.7619;1.90475e-05;0.01636245977;0.00603606588233;0.00792238598547;5.80057772862e-05;0.181730890101
834.7725;0.7612;1.903e-05;0.0164321860458;0.0060736987688;0.00797911031109;5.79750710457e-05;0.182537309586
835.5325;0.7606;1.9015e-05;0.0165024166738;0.006112495718;0.00803641298712;5.79518896752e-05;0.183348789174
836.2917;0.7599;1.89975e-05;0.0165731483801;0.00615085333295;0.00809429310824;5.79209950296e-05;0.184167261395
837.0504;0.7593;1.89825e-05;0.0166444333894;0.0061904200244;0.00815279866245;5.78976317974e-05;0.184991354711
837.8083;0.7586;1.8965e-05;0.0167162708837;0.00622957095061;0.00821193112393;5.78665500322e-05;0.185823053233
838.5657;0.758;1.895e-05;0.0167887154218;0.00626997975832;0.00827174110596;5.78430061895e-05;0.186660990059
839.3225;0.7574;1.8935e-05;0.0168617877936;0.00631084559761;0.00833224927067;5.78193754295e-05;0.187506407069
840.0787;0.7568;1.892e-05;0.0169355186108;0.00635218984073;0.00839348551894;5.77956580434e-05;0.188359662607
840.8343;0.7562;1.8905e-05;0.0170099401218;0.00639403507588;0.00845548145448;5.77718543213e-05;0.189221134295
841.5891;0.7555;1.88875e-05;0.0170850676093;0.0064355408759;0.00851825397207;5.77403189862e-05;0.190092037978
842.3434;0.7549;1.88725e-05;0.0171609634108;0.00647844782307;0.00858186226397;5.77163376699e-05;0.190971038855
843.0971;0.7543;1.88575e-05;0.017237657747;0.00652193166896;0.00864633656232;5.76922708997e-05;0.191859519481
843.8502;0.7537;1.88425e-05;0.0173151909722;0.00656602101491;0.00871171688325;5.76681189604e-05;0.19275795293
844.6027;0.7531;1.88275e-05;0.0173936059056;0.00661074629652;0.00877804580603;5.76438821353e-05;0.193666841308
845.3548;0.7526;1.8815e-05;0.0174729667878;0.00665703715033;0.0088453855306;5.76272206602e-05;0.194585869009
846.1062;0.752;1.88e-05;0.017553296278;0.00670314816201;0.00891376085373;5.76028206289e-05;0.195517431014
846.857;0.7514;1.8785e-05;0.0176346532212;0.00674999942603;0.00898323053771;5.75783365346e-05;0.196461157824
847.6072;0.7508;1.877e-05;0.0177170926289;0.00679763049117;0.00905384988168;5.75537686558e-05;0.197417695195
848.357;0.7503;1.87575e-05;0.0178006920407;0.00684700911498;0.00912569520856;5.75367886167e-05;0.198386856823
849.1061;0.7497;1.87425e-05;0.0178854892721;0.0068963453943;0.00919880671509;5.75120596673e-05;0.199371270668
849.8546;0.7491;1.87275e-05;0.0179715584946;0.00694659863608;0.00927325942609;5.74872477417e-05;0.200370720902
850.6027;0.7486;1.8715e-05;0.0180589908697;0.00699876930808;0.00934914414652;5.74700329382e-05;0.201385159974
851.3501;0.748;1.87e-05;0.0181474858283;0.0070508038082;0.00942620829973;5.74450615095e-05;0.202413356388
852.0971;0.7475;1.86875e-05;0.0182368208852;0.00710444037619;0.00950426806179;5.74276933477e-05;0.203450516394
852.8434;0.7469;1.86725e-05;0.0183270848359;0.00715784638277;0.00958340659094;5.74025634368e-05;0.204499928995
853.5893;0.7464;1.866e-05;0.0184180696337;0.00721279940667;0.00966345043767;5.73850429079e-05;0.2055569334
854.3345;0.7458;1.8645e-05;0.0185098846699;0.00726744847758;0.00974450050627;5.73597555267e-05;0.206625087462
855.0793;0.7453;1.86325e-05;0.0186020463054;0.0073234197391;0.00982613677593;5.73420836133e-05;0.207696508987
855.8234;0.7447;1.86175e-05;0.0186943503971;0.00737862035214;0.00990817826257;5.73166397649e-05;0.208771157095
856.5671;0.7442;1.8605e-05;0.0187867110115;0.00743496815066;0.00999055112961;5.7298817441e-05;0.209845707747
857.3101;0.7436;1.859e-05;0.0188789446103;0.00749034894896;0.0100730889577;5.72732181198e-05;0.210920385831
858.0527;0.7431;1.85775e-05;0.0189709905016;0.00754672867458;0.0101557376862;5.7255246351e-05;0.211992123128
858.7948;0.7426;1.8565e-05;0.0190627018862;0.00760300744049;0.0102383617566;5.72372029746e-05;0.213060395603
859.5362;0.742;1.855e-05;0.0191536529149;0.00765786380801;0.0103205711698;5.7211375036e-05;0.214121475607
