# Hydrograph at the point with coordinates: 82.8755771271 69.7665107692
# A pixel size is [m2]:
# 1.0
# Time[s];deltaTime[s];Rainfall[m];Water_level_[m];Sheet_Flow[m3/s];Sheet_V_runoff[m3];Sheet_V_rest[m3];Infiltration[m];Surface_retetion[m];State;V_inflow[m3];WlevelTotal[m];WlevelRill[m];Rill_width[m];Rill_flow[m3/s];Rill_V_runoff[m3];Rill_V_rest;Surface_Flow[m3/s];Surface_V_runoff[m3];SurfaceBil[m3];V_to_rill.m3.;ratio;courant;courantrill;iter
340.0;20.0;0.0005;0.000104817723247;1.65678571347e-07;3.31357142694e-06;0.00010150415182;0.000458319878124;0.0;0;3.31357142694e-06;0.000146497845123;0;0.0;0.0;0.0;0.0;1.65678571347e-07;3.31357142694e-06;-5.42101086243e-20;0.0;1;0.0555595060409;0;1
360.0;20.0;0.0005;0.000146497845123;2.927119248e-07;5.854238496e-06;0.000140643606627;0.000453415997697;0.0;0;5.854238496e-06;0.000193081847426;0;0.0;0.0;0.0;0.0;2.927119248e-07;5.854238496e-06;-5.42101086243e-20;0.0;1;0.0702321455485;0;1
380.0;20.0;0.0005;0.000193081847426;4.68045173091e-07;9.36090346182e-06;0.000183720943965;0.000449047398572;0.0;0;9.36090346182e-06;0.000244034448854;0;0.0;0.0;0.0;0.0;4.68045173091e-07;9.36090346182e-06;0.0;0.0;1;0.0852065698495;0;1
400.0;20.0;0.0005;0.000244034448854;6.96938163905e-07;1.39387632781e-05;0.000230095685576;0.000445123288352;0.0;0;1.39387632781e-05;0.000298911160502;0;0.0;0.0;0.0;0.0;6.96938163905e-07;1.39387632781e-05;0.0;0.0;1;0.100385241147;0;1
420.0;20.0;0.0005;0.000298911160502;9.83895412174e-07;1.96779082435e-05;0.000279233252259;0.000441573068004;0.0;0;1.96779082435e-05;0.000357338092499;0;0.0;0.0;0.0;0.0;9.83895412174e-07;1.96779082435e-05;-5.42101086243e-20;0.0;1;0.115700054071;0;1
440.0;20.0;0.0005;0.000357338092499;1.3327912979e-06;2.66558259579e-05;0.000330682266541;0.000438340901613;0.0;0;2.66558259579e-05;0.000418997190885;0;0.0;0.0;0.0;0.0;1.3327912979e-06;2.66558259579e-05;-5.42101086243e-20;0.0;1;0.131102082638;0;1
460.0;20.0;0.0005;0.000418997190885;1.74697303893e-06;3.49394607785e-05;0.000384057730107;0.000435381970473;0.0;0;3.49394607785e-05;0.000483615220413;0;0.0;0.0;0.0;0.0;1.74697303893e-06;3.49394607785e-05;-5.42101086243e-20;0.0;1;0.146555407832;0;1
480.0;20.0;0.0005;0.000483615220413;2.2293448145e-06;4.45868962899e-05;0.000439028324123;0.000432659826978;0.0;0;4.45868962899e-05;0.000550955393434;0;0.0;0.0;0.0;0.0;2.2293448145e-06;4.45868962899e-05;0.0;0.0;1;0.162033212635;0;1
500.0;20.0;0.0005;0.000550955393434;2.78243648457e-06;5.56487296914e-05;0.000495306663743;0.000430144486018;0.0;0;5.56487296914e-05;0.000620810907417;0;0.0;0.0;0.0;0.0;2.78243648457e-06;5.56487296914e-05;1.08420217249e-19;0.0;1;0.177515212891;0;1
520.0;20.0;0.0005;0.000620810907417;3.40845990151e-06;6.81691980302e-05;0.000552641709386;0.000427811022622;0.0;0;6.81691980302e-05;0.000692999884795;0;0.0;0.0;0.0;0.0;3.40845990151e-06;6.81691980302e-05;-1.08420217249e-19;0.0;1;0.192985912415;0;1
540.0;20.0;0.0005;0.000692999884795;4.10935527084e-06;8.21871054168e-05;0.000610812779378;0.000425638524473;0.0;0;8.21871054168e-05;0.000767361360321;0;0.0;0.0;0.0;0.0;4.10935527084e-06;8.21871054168e-05;-1.08420217249e-19;0.0;1;0.208433386207;0;1
560.0;20.0;0.0005;0.000767361360321;4.88682952589e-06;9.77365905178e-05;0.000669624769804;0.000423609297799;0.0;0;9.77365905178e-05;0.000843752062523;0;0.0;0.0;0.0;0.0;4.88682952589e-06;9.77365905178e-05;0.0;0.0;1;0.229955001928;0;1
580.0;20.0;0.0005;0.000843752062523;5.74238827222e-06;0.000114847765444;0.000728904297078;0.000421708257268;0.0;0;0.000114847765444;0.000922043805255;0;0.0;0.0;0.0;0.0;5.74238827222e-06;0.000114847765444;1.08420217249e-19;0.0;1;0.254135861792;0;1
600.0;20.0;0.0005;0.000922043805255;6.67736253049e-06;0.00013354725061;0.000788496554645;0.000419922451534;0.0;0;0.00013354725061;0.00100212135372;0;0.0;0.0;0.0;0.0;6.67736253049e-06;0.00013354725061;-2.16840434497e-19;0.0;1;0.279852468329;0;1
620.0;20.0;0.0005;0.00100212135372;7.69293124935e-06;0.000153858624987;0.000848262728733;0.000418240690164;0.0;0;0.000153858624987;0.00108388066356;0;0.0;0.0;0.0;0.0;7.69293124935e-06;0.000153858624987;0.0;0.0;1;0.307165429663;0;1
640.0;20.0;0.0005;0.00108388066356;8.79014035925e-06;0.000175802807185;0.000908077856372;0.000416653247302;0.0;0;0.000175802807185;0.00116722741626;0;0.0;0.0;0.0;0.0;8.79014035925e-06;0.000175802807185;0.0;0.0;1;0.336131067462;0;1
660.0;20.0;0.0005;0.00116722741626;9.96991898151e-06;0.00019939837963;0.000967829036625;0.000415151624099;0.0;0;0.00019939837963;0.00125207579216;0;0.0;0.0;0.0;0.0;9.96991898151e-06;0.00019939837963;0.0;0.0;1;0.366801643478;0;1
680.0;20.0;0.0005;0.00125207579216;1.12330932849e-05;0.000224661865697;0.00102741392646;0.000413728356597;0.0;0;0.000224661865693;0.00133834743555;0;0.0;0.0;0.0;0.0;1.12330932849e-05;0.000224661865697;0.0;0.0;1;0.399225615062;0;1
681.5922;1.5922;3.9805e-05;0.00133834743555;1.25803983858e-05;2.00305103098e-05;0.00131831692524;3.29281461671e-05;0.0;0;2.0030510307e-05;0.00134522428938;0;0.0;0.0;0.0;0.0;1.25803983858e-05;2.00305103098e-05;0.0;0.0;1;0.73082408507;0;2
683.1402;1.548;3.87e-05;0.00134522428938;1.26904874491e-05;1.96448745711e-05;0.00132557941481;3.20057951696e-05;0.0;0;1.96448745671e-05;0.00135191849421;0;0.0;0.0;0.0;0.0;1.26904874491e-05;1.96448745711e-05;0.0;0.0;1;0.730850089532;0;2
684.6493;1.5091;3.77275e-05;0.00135191849421;1.27980316253e-05;1.93135095258e-05;0.00133260498469;3.11937008778e-05;0.0;0;1.93135095202e-05;0.00135845229333;0;0.0;0.0;0.0;0.0;1.27980316253e-05;1.93135095258e-05;2.16840434497e-19;0.0;1;0.73085798894;0;2
686.1237;1.4744;3.686e-05;0.00135845229333;1.29033589426e-05;1.9024712425e-05;0.0013394275809;3.04690074196e-05;0.0;0;1.90247124174e-05;0.0013648432859;0;0.0;0.0;0.0;0.0;1.29033589426e-05;1.9024712425e-05;0.0;0.0;1;0.730832122985;0;2
687.567;1.4433;3.60825e-05;0.0013648432859;1.30067278233e-05;1.87726102674e-05;0.00134607067563;2.98192208374e-05;0.0;0;1.87726102573e-05;0.00137110656505;0;0.0;0.0;0.0;0.0;1.30067278233e-05;1.87726102674e-05;-2.16840434497e-19;0.0;1;0.730863464072;0;2
688.982;1.415;3.5375e-05;0.00137110656505;1.31083603258e-05;1.8548329861e-05;0.00135255823519;2.92277366556e-05;0.0;0;1.85483298479e-05;0.00137725382838;0;0.0;0.0;0.0;0.0;1.31083603258e-05;1.8548329861e-05;0.0;0.0;1;0.730849681066;0;2
690.3712;1.3892;3.473e-05;0.00137725382838;1.32084267904e-05;1.83491464972e-05;0.00135890468189;2.86882962761e-05;0.0;0;1.83491464804e-05;0.00138329553209;0;0.0;0.0;0.0;0.0;1.32084267904e-05;1.83491464972e-05;2.16840434497e-19;0.0;1;0.730869285867;0;2
691.7366;1.3654;3.4135e-05;0.00138329553209;1.33070800524e-05;1.81694871036e-05;0.00136512604499;2.81905226386e-05;0.0;0;1.81694870822e-05;0.00138924000943;0;0.0;0.0;0.0;0.0;1.33070800524e-05;1.81694871036e-05;2.16840434497e-19;0.0;1;0.730848850789;0;2
693.08;1.3434;3.3585e-05;0.00138924000943;1.340444056e-05;1.80075254482e-05;0.00137123248398;2.77302435279e-05;0.0;0;1.80075254216e-05;0.00139509476588;0;0.0;0.0;0.0;0.0;1.340444056e-05;1.80075254482e-05;2.16840434497e-19;0.0;1;0.730832773051;0;2
694.403;1.323;3.3075e-05;0.00139509476588;1.35006170714e-05;1.78613163855e-05;0.00137723344949;2.73032930042e-05;0.0;0;1.78613163525e-05;0.00140086647284;0;0.0;0.0;0.0;0.0;1.35006170714e-05;1.78613163855e-05;0.0;0.0;1;0.730839462597;0;2
695.707;1.304;3.26e-05;0.00140086647284;1.35957062835e-05;1.77288009936e-05;0.00138313767185;2.69055110183e-05;0.0;0;1.77288009532e-05;0.00140656096178;0;0.0;0.0;0.0;0.0;1.35957062835e-05;1.77288009936e-05;0.0;0.0;1;0.730865358455;0;2
696.9931;1.2861;3.21525e-05;0.00140656096178;1.36897924788e-05;1.7606442107e-05;0.00138895451967;2.65306806204e-05;0.0;0;1.76064420578e-05;0.00141218278111;0;0.0;0.0;0.0;0.0;1.36897924788e-05;1.7606442107e-05;0.0;0.0;1;0.730831263433;0;2
698.2625;1.2694;3.1735e-05;0.00141218278111;1.37829399305e-05;1.74960639478e-05;0.00139468671716;2.61808403368e-05;0.0;0;1.74960638885e-05;0.00141773694072;0;0.0;0.0;0.0;0.0;1.37829399305e-05;1.74960639478e-05;2.16840434497e-19;0.0;1;0.730868259242;0;2
699.5161;1.2536;3.134e-05;0.00141773694072;1.38752215943e-05;1.73939777906e-05;0.00140034296292;2.58497809597e-05;0.0;0;1.73939777195e-05;0.00142322715968;0;0.0;0.0;0.0;0.0;1.38752215943e-05;1.73939777906e-05;0.0;0.0;1;0.730871038526;0;2
700.7547;1.2386;3.0965e-05;0.00142322715968;1.39666899493e-05;1.72991421713e-05;0.00140592801751;2.55354226179e-05;0.0;0;1.72991420867e-05;0.00142865673698;0;0.0;0.0;0.0;0.0;1.39666899493e-05;1.72991421713e-05;2.16840434497e-19;0.0;1;0.730835745376;0;2
701.9792;1.2245;3.06125e-05;0.00142865673698;1.40573912451e-05;1.72132755797e-05;0.0014114434614;2.52398097005e-05;0.0;0;1.72132754797e-05;0.00143402942718;0;0.0;0.0;0.0;0.0;1.40573912451e-05;1.72132755797e-05;-2.16840434497e-19;0.0;1;0.730869879675;0;2
703.1902;1.211;3.0275e-05;0.00143402942718;1.41473800741e-05;1.71324772698e-05;0.00141689694991;2.49567433889e-05;0.0;0;1.71324771522e-05;0.00143934768367;0;0.0;0.0;0.0;0.0;1.41473800741e-05;1.71324772698e-05;0.0;0.0;1;0.730839003292;0;2
704.3884;1.1982;2.9955e-05;0.00143934768367;1.42366899127e-05;1.70584018534e-05;0.00142228928182;2.46882714295e-05;0.0;0;1.70584017157e-05;0.00144461441211;0;0.0;0.0;0.0;0.0;1.42366899127e-05;1.70584018534e-05;0.0;0.0;1;0.730839485248;0;2
705.5744;1.186;2.965e-05;0.00144461441211;1.43253623807e-05;1.69898797835e-05;0.00142762453232;2.44323206691e-05;0.0;0;1.69898796232e-05;0.00144983209128;0;0.0;0.0;0.0;0.0;1.43253623807e-05;1.69898797835e-05;0.0;0.0;1;0.730844955354;0;2
706.7487;1.1743;2.93575e-05;0.00144983209128;1.44134324683e-05;1.69256937476e-05;0.00143290639753;2.41868202283e-05;0.0;0;1.69256935618e-05;0.00145500277086;0;0.0;0.0;0.0;0.0;1.44134324683e-05;1.69256937476e-05;2.16840434497e-19;0.0;1;0.73082351659;0;2
707.9119;1.1632;2.908e-05;0.00145500277086;1.45009283939e-05;1.68674799078e-05;0.00143813529096;2.39538192678e-05;0.0;0;1.68674796933e-05;0.00146012895138;0;0.0;0.0;0.0;0.0;1.45009283939e-05;1.68674799078e-05;0.0;0.0;1;0.730863902227;0;2
709.0644;1.1525;2.88125e-05;0.00146012895138;1.45878864484e-05;1.68125391318e-05;0.00144331641225;2.37291896886e-05;0.0;0;1.68125388851e-05;0.00146521226145;0;0.0;0.0;0.0;0.0;1.45878864484e-05;1.68125391318e-05;0.0;0.0;1;0.730865802463;0;2
710.2066;1.1422;2.8555e-05;0.00146521226145;1.46743285593e-05;1.67610180805e-05;0.00144845124337;2.35129237169e-05;0.0;0;1.67610177978e-05;0.00147025433745;0;0.0;0.0;0.0;0.0;1.46743285593e-05;1.67610180805e-05;0.0;0.0;1;0.730849538226;0;2
711.3389;1.1323;2.83075e-05;0.00147025433745;1.47602771146e-05;1.67130617768e-05;0.00145354127567;2.33050137753e-05;0.0;0;1.67130614541e-05;0.00147525682335;0;0.0;0.0;0.0;0.0;1.47602771146e-05;1.67130617768e-05;0.0;0.0;1;0.730834182041;0;2
712.4617;1.1228;2.807e-05;0.00147525682335;1.48457549544e-05;1.66688136628e-05;0.00145858800969;2.31054524736e-05;0.0;0;1.66688132955e-05;0.00148022137051;0;0.0;0.0;0.0;0.0;1.48457549544e-05;1.66688136628e-05;0.0;0.0;1;0.730837677071;0;2
713.5753;1.1136;2.784e-05;0.00148022137051;1.49307853631e-05;1.66269225804e-05;0.00146359444793;2.29121754693e-05;0.0;0;1.66269221637e-05;0.00148514919462;0;0.0;0.0;0.0;0.0;1.49307853631e-05;1.66269225804e-05;0.0;0.0;1;0.730811315952;0;2
714.6801;1.1048;2.762e-05;0.00148514919462;1.50153844499e-05;1.65889967402e-05;0.00146856019788;2.27272339029e-05;0.0;0;1.6588996269e-05;0.00149004196025;0;0.0;0.0;0.0;0.0;1.50153844499e-05;1.65889967402e-05;0.0;0.0;1;0.730835145035;0;2
715.7764;1.0963;2.74075e-05;0.00149004196025;1.50995762938e-05;1.65536654909e-05;0.00147348829476;2.2548564439e-05;0.0;0;1.65536649593e-05;0.00149490089528;0;0.0;0.0;0.0;0.0;1.50995762938e-05;1.65536654909e-05;0.0;0.0;1;0.73085769428;0;2
716.8644;1.088;2.72e-05;0.00149490089528;1.51833777382e-05;1.65195149792e-05;0.0014783813803;2.2374105608e-05;0.0;0;1.65195143813e-05;0.00149972678907;0;0.0;0.0;0.0;0.0;1.51833777382e-05;1.65195149792e-05;0.0;0.0;1;0.730824192472;0;2
717.9444;1.08;2.7e-05;0.00149972678907;1.52667982679e-05;1.64881421293e-05;0.00148323864694;2.22059092731e-05;0.0;0;1.64881414584e-05;0.00150452087913;0;0.0;0.0;0.0;0.0;1.52667982679e-05;1.64881421293e-05;0.0;0.0;1;0.730812102127;0;2
719.0167;1.0723;2.68075e-05;0.00150452087913;1.53498552984e-05;1.64596498364e-05;0.00148806122929;2.20439702775e-05;0.0;0;1.64596490855e-05;0.0015092844081;0;0.0;0.0;0.0;0.0;1.53498552984e-05;1.64596498364e-05;0.0;0.0;1;0.730832671191;0;2
720.0815;1.0648;2.662e-05;0.0015092844081;1.54325665597e-05;1.64325968728e-05;0.00149285181123;2.18862284777e-05;0.0;0;1.64325960342e-05;0.00151401817878;0;0.0;0.0;0.0;0.0;1.54325665597e-05;1.64325968728e-05;2.16840434497e-19;0.0;1;0.730827977796;0;2
721.1391;1.0576;2.644e-05;0.00151401817878;1.55149423411e-05;1.640860302e-05;0.00149760957576;2.17347350178e-05;0.0;0;1.64086020855e-05;0.00151872344283;0;0.0;0.0;0.0;0.0;1.55149423411e-05;1.640860302e-05;0.0;0.0;1;0.730875468296;0;2
722.1896;1.0505;2.62625e-05;0.00151872344283;1.55970009196e-05;1.6384649466e-05;0.00150233879336;2.15853761546e-05;0.0;0;1.63846484271e-05;0.00152340056564;0;0.0;0.0;0.0;0.0;1.55970009196e-05;1.6384649466e-05;0.0;0.0;1;0.730845808672;0;2
723.2332;1.0436;2.609e-05;0.00152340056564;1.56787452827e-05;1.63623385771e-05;0.00150703822706;2.14402038366e-05;0.0;0;1.63623374242e-05;0.00152805036065;0;0.0;0.0;0.0;0.0;1.56787452827e-05;1.63623385771e-05;0.0;0.0;1;0.730814765671;0;2
724.2702;1.037;2.5925e-05;0.00152805036065;1.57601863549e-05;1.634331325e-05;0.0015117070474;2.13012684519e-05;0.0;0;1.63433119733e-05;0.00153267409092;0;0.0;0.0;0.0;0.0;1.57601863549e-05;1.634331325e-05;2.16840434497e-19;0.0;1;0.730860092909;0;2
725.3007;1.0305;2.57625e-05;0.00153267409092;1.58413431069e-05;1.63245040716e-05;0.00151634958685;2.11644584117e-05;0.0;0;1.63245026603e-05;0.0015372721311;0;0.0;0.0;0.0;0.0;1.58413431069e-05;1.63245040716e-05;0.0;0.0;1;0.730848683952;0;2
726.3249;1.0242;2.5605e-05;0.0015372721311;1.59222190769e-05;1.63075367786e-05;0.00152096459432;2.10318248778e-05;0.0;0;1.63075352213e-05;0.00154184530466;0;0.0;0.0;0.0;0.0;1.59222190769e-05;1.63075367786e-05;0.0;0.0;1;0.730856799993;0;2
727.3429;1.018;2.545e-05;0.00154184530466;1.60028258e-05;1.62908766644e-05;0.001525554428;2.09013117668e-05;0.0;0;1.62908749491e-05;0.00154639399118;0;0.0;0.0;0.0;0.0;1.60028258e-05;1.62908766644e-05;-2.16840434497e-19;0.0;1;0.730819068542;0;2
728.3549;1.012;2.53e-05;0.00154639399118;1.60831671035e-05;1.62761651087e-05;0.00153011782607;2.07749697048e-05;0.0;0;1.62761632226e-05;0.00155091901959;0;0.0;0.0;0.0;0.0;1.60831671035e-05;1.62761651087e-05;0.0;0.0;1;0.730812176515;0;2
729.3611;1.0062;2.5155e-05;0.00155091901959;1.61632548517e-05;1.62634670318e-05;0.00153465555256;2.06527955715e-05;0.0;0;1.62634649609e-05;0.00155542122195;0;0.0;0.0;0.0;0.0;1.61632548517e-05;1.62634670318e-05;2.16840434497e-19;0.0;1;0.730842089456;0;2
730.3616;1.0005;2.50125e-05;0.00155542122195;1.62431011033e-05;1.62512226539e-05;0.00153916999929;2.05327343619e-05;0.0;0;1.62512203838e-05;0.00155990098531;0;0.0;0.0;0.0;0.0;1.62431011033e-05;1.62512226539e-05;0.0;0.0;1;0.730841499195;0;2
731.3565;0.9949;2.48725e-05;0.00155990098531;1.63227101384e-05;1.62394643167e-05;0.001543661521;2.04147842756e-05;0.0;0;1.62394618321e-05;0.00156435869855;0;0.0;0.0;0.0;0.0;1.63227101384e-05;1.62394643167e-05;0.0;0.0;1;0.730814313444;0;2
732.346;0.9895;2.47375e-05;0.00156435869855;1.64020863416e-05;1.6229864435e-05;0.00154812883412;2.03009948822e-05;0.0;0;1.62298617193e-05;0.00156879520096;0;0.0;0.0;0.0;0.0;1.64020863416e-05;1.6229864435e-05;0.0;0.0;1;0.730838218562;0;2
733.3302;0.9842;2.4605e-05;0.00156879520096;1.64812422136e-05;1.62208385867e-05;0.00155257436237;2.01893122066e-05;0.0;0;1.62208356225e-05;0.00157321088578;0;0.0;0.0;0.0;0.0;1.64812422136e-05;1.62208385867e-05;0.0;0.0;1;0.730844139803;0;2
734.3092;0.979;2.4475e-05;0.00157321088578;1.65601824079e-05;1.62124185774e-05;0.00155699846721;2.00797345487e-05;0.0;0;1.62124153466e-05;0.00157760614801;0;0.0;0.0;0.0;0.0;1.65601824079e-05;1.62124185774e-05;2.16840434497e-19;0.0;1;0.73083555469;0;2
735.2831;0.9739;2.43475e-05;0.00157760614801;1.66389116785e-05;1.62046360837e-05;0.00156140151192;1.99722602359e-05;0.0;0;1.62046325668e-05;0.00158198138425;0;0.0;0.0;0.0;0.0;1.66389116785e-05;1.62046360837e-05;2.16840434497e-19;0.0;1;0.730815821719;0;2
736.2521;0.969;2.4225e-05;0.00158198138425;1.67174348787e-05;1.61991943975e-05;0.00156578218985;1.98689377878e-05;0.0;0;1.61991905738e-05;0.00158633744264;0;0.0;0.0;0.0;0.0;1.67174348787e-05;1.61991943975e-05;0.0;0.0;1;0.730863611327;0;2
737.2162;0.9641;2.41025e-05;0.00158633744264;1.67957650572e-05;1.61927970916e-05;0.00157014464555;1.97656646741e-05;0.0;0;1.61927929398e-05;0.00159067427382;0;0.0;0.0;0.0;0.0;1.67957650572e-05;1.61927970916e-05;0.0;0.0;1;0.730831970011;0;2
738.1756;0.9594;2.3985e-05;0.00159067427382;1.68738992081e-05;1.61888189002e-05;0.00157448545491;1.96665396416e-05;0.0;0;1.61888143971e-05;0.00159499272967;0;0.0;0.0;0.0;0.0;1.68738992081e-05;1.61888189002e-05;0.0;0.0;1;0.730874771597;0;2
739.1303;0.9547;2.38675e-05;0.00159499272967;1.69518506151e-05;1.61839317822e-05;0.00157880879789;1.95674613678e-05;0.0;0;1.61839269041e-05;0.00159929276342;0;0.0;0.0;0.0;0.0;1.69518506151e-05;1.61839317822e-05;0.0;0.0;1;0.730843336223;0;2
740.0804;0.9501;2.37525e-05;0.00159929276342;1.70296164224e-05;1.6179838563e-05;0.00158311292486;1.9470478474e-05;0.0;0;1.61798332846e-05;0.00160357477967;0;0.0;0.0;0.0;0.0;1.70296164224e-05;1.6179838563e-05;0.0;0.0;1;0.730815948174;0;2
741.0261;0.9457;2.36425e-05;0.00160357477967;1.71072019659e-05;1.61782808991e-05;0.00158739649877;1.93776381813e-05;0.0;0;1.61782751932e-05;0.00160783963578;0;0.0;0.0;0.0;0.0;1.71072019659e-05;1.61782808991e-05;2.16840434497e-19;0.0;1;0.730872668493;0;2
741.9674;0.9413;2.35325e-05;0.00160783963578;1.71846208739e-05;1.61758836286e-05;0.00159166375216;1.92848409438e-05;0.0;0;1.61758774675e-05;0.00161208728868;0;0.0;0.0;0.0;0.0;1.71846208739e-05;1.61758836286e-05;0.0;0.0;1;0.730862323143;0;2
742.9044;0.937;2.3425e-05;0.00161208728868;1.726187051e-05;1.61743726679e-05;0.00159591291601;1.91941345926e-05;0.0;0;1.6174366022e-05;0.00161631814744;0;0.0;0.0;0.0;0.0;1.726187051e-05;1.61743726679e-05;0.0;0.0;1;0.730864074213;0;2
743.8372;0.9328;2.332e-05;0.00161631814744;1.73389564883e-05;1.61737786123e-05;0.00160014436883;1.91055176721e-05;0.0;0;1.61737714505e-05;0.00162053262261;0;0.0;0.0;0.0;0.0;1.73389564883e-05;1.61737786123e-05;0.0;0.0;1;0.730880451773;0;2
744.7658;0.9286;2.3215e-05;0.00162053262261;1.74158845137e-05;1.61723903594e-05;0.00160436023225;1.90169411078e-05;0.0;0;1.61723826499e-05;0.00162473067379;0;0.0;0.0;0.0;0.0;1.74158845137e-05;1.61723903594e-05;0.0;0.0;1;0.730835232581;0;2
745.6903;0.9245;2.31125e-05;0.00162473067379;1.74926521022e-05;1.61719568684e-05;0.00160855871692;1.89304519426e-05;0.0;0;1.61719485769e-05;0.00162891271356;0;0.0;0.0;0.0;0.0;1.74926521022e-05;1.61719568684e-05;-2.16840434497e-19;0.0;1;0.730808475853;0;2
746.6109;0.9206;2.3015e-05;0.00162891271356;1.75692650788e-05;1.61742654315e-05;0.00161273844812;1.8848095873e-05;0.0;0;1.6174256521e-05;0.00163307960877;0;0.0;0.0;0.0;0.0;1.75692650788e-05;1.61742654315e-05;0.0;0.0;1;0.730881922072;0;2
747.5275;0.9166;2.2915e-05;0.00163307960877;1.76457376771e-05;1.61740831549e-05;0.00161690552562;1.87637299472e-05;0.0;0;1.61740735895e-05;0.00163723086926;0;0.0;0.0;0.0;0.0;1.76457376771e-05;1.61740831549e-05;0.0;0.0;1;0.730820022535;0;2
748.4403;0.9128;2.282e-05;0.00163723086926;1.77220592811e-05;1.61766957118e-05;0.00162105417355;1.86834946414e-05;0.0;0;1.6176685451e-05;0.00164136736436;0;0.0;0.0;0.0;0.0;1.77220592811e-05;1.61766957118e-05;0.0;0.0;1;0.730862507299;0;2
